Name,SMILES,Flavor type,Data resource
Enmein,C=C1C(=O)C23CC1CCC2C12COC(O)C1C(C)(C)C(O)CC2OC3=O,Bitter,"PlantMolecularTasteDB, ChemTasteDB"
Enmein-3-acetate,C=C1C(=O)C23CC1CCC2C12COC(O)C1C(C)(C)C(OC(C)=O)CC2OC3=O,Bitter,"PlantMolecularTasteDB, ChemTasteDB"
Rabdosianone I,C=C1C(=O)C23CC1CCC2C12COC3(O)C(O)C1C(C)(C)C=CC2=O,Bitter,"PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Compound 857,C=C1C(=O)C23CCC4C(C)(C)CC(OOC5OC(CO)C(O)C(O)C5O)CC4(C)C2CCC1C3,Bitter,ChemTasteDB
"1,2,2’,3’-Tetrahydrovernodalin",C=C1C(=O)OC2C1C(OC(=O)C(C)CO)CC1(CC)COC(=O)C(=C)C21,Bitter,PlantMolecularTasteDB
Crispolide,C=C1C(=O)OC2C1CC=C1CC(C)(CCC1OO)C2O,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Epizaluzanin C,C=C1C(=O)OC2C1CCC(=C)C1CC(O)C(=C)C12,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Zaluzanin D,C=C1C(=O)OC2C1CCC(=C)C1CC(OC(C)=O)C(=C)C12,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
dehydrocostuslactone,C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12,Bitter,"AromaDB, PlantMolecularTasteDB"
Vulgarolid,C=C1C(=O)OC2C1CCC(=O)CC1(C)CCC(O)OC21,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
chrysartemin B,C=C1C(=O)OC2C1CCC(C)(O)C13OC1C1OC1(C)C23,Bitter,PlantMolecularTasteDB
deoxylactucin,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(CO)C12,Bitter,PlantMolecularTasteDB
8-Deoxylactucin-15-sulphate,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(COS(=O)(=O)[O-])C12,Bitter,"PlantMolecularTasteDB, ChemTasteDB"
(-)-Parthenolide,C=C1C(=O)OC2C1CCC(C)=CCCC1(C)OC21,Bitter,"ChemTasteDB, PhytoMolecularTasteDB, Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB"
Parthenin,C=C1C(=O)OC2C1CCC(C)C1(O)C=CC(=O)C21C,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Artecalin,C=C1C(=O)OC2C1CCC1(C)C(O)CC(=O)C(C)C21,Bitter,"PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Santamarine,C=C1C(=O)OC2C1CCC1(C)C(O)CC=C(C)C21,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
tanacetin,C=C1C(=O)OC2C1CCC1(C)C(O)CCC(=C)C21O,Bitter,PlantMolecularTasteDB
Arglabin,C=C1C(=O)OC2C1CCC1(C)OC13CC=C(C)C23,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Lactucin,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(O)C12,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Lactupicrin,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Lactucin-15-oxalate,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(O)C12,Bitter,"PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Lactucopicrin-15-oxalate,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12,Bitter,"PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Lactucopicrin,C=C1C(=O)OC2C3C(COC(=O)Cc4ccc(O)cc4)=CC(=O)C3=C(C)CC(O)C12,Bitter,"BitterDB, ChemTasteDB"
Nobilin,C=C1C(=O)OC2C=C(C)C(O)CC=C(C)CC(OC(=O)C(C)=CC)C12,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Tatridin A,C=C1C(=O)OC2C=C(C)C(O)CCC(C)=CC(O)C12,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Tatridn A acetate,C=C1C(=O)OC2C=C(C)C(OC(C)=O)CCC(C)=CC(OC(C)=O)C12,Bitter,ChemTasteDB
taraxinic acid 1’-O-beta-D-glucopyranoside,C=C1C(=O)OC2C=C(C)CCC=C(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC12,Bitter,PlantMolecularTasteDB
Costunolide,C=C1C(=O)OC2C=C(C)CCC=C(C)CCC12,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
arctiopicrin,C=C1C(=O)OC2C=C(CO)CCC=C(C)CC(OC(=O)C(C)CO)C12,Bitter,PlantMolecularTasteDB
Umbellifolide,C=C1C(=O)OC2CC(C)(CCCC(C)=O)C(=O)CC12,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
scabiolide,C=C1C(=O)OC2CC(C)=CCCC(COC(C)=O)=CC(OC(=O)C(C)(O)CO)C12,Bitter,PlantMolecularTasteDB
Speciformin acetate,C=C1C(=O)OC2CC(C)=CCCC3(C)OC3C(OC(C)=O)C12,Bitter,"Natural_TAS2R_agonists, ChemTasteDB"
gafrinin,C=C1C(=O)OC2CC(C)C(C(O)CC(C)OC(C)=O)=CCC12,Bitter,PlantMolecularTasteDB
Helenalin,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,Bitter,"BitterSweet, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
physalin A,C=C1C(=O)OC2CC1(C)C1C(=O)C3(O)OC14C(O)(CCC1C3C(O)C=C3CC=CC(=O)C31C)C(=O)OC24C,Bitter,PlantMolecularTasteDB
physalin C,C=C1C(=O)OC2CC1(C)C1C(=O)C3(O)OC14C(O)(CCC1C3CC=C3CC=CC(=O)C31C)C(=O)OC24C,Bitter,PlantMolecularTasteDB
ivalin,C=C1C(=O)OC2CC3(C)CC(O)CC(=C)C3CC12,Bitter,PlantMolecularTasteDB
isotelekin,C=C1C(=O)OC2CC3(C)CCC(O)C(=C)C3CC12,Bitter,PlantMolecularTasteDB
telekin,C=C1C(=O)OC2CC3(C)CCCC(=C)C3(O)CC12,Bitter,PlantMolecularTasteDB
alantolactone,C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12,Bitter,PlantMolecularTasteDB
pyrethrosin,C=C1C(=O)OC2CC3(C)OC3CCC(C)=CC(OC(C)=O)C12,Bitter,PlantMolecularTasteDB
"1,2,11,13,2’,3’-hexahydrovernodalin",C=C1C(=O)OCC2(CC)C[C@H](OC(=O)C(C)CO)C3C(C)C(=O)OC3C12,Bitter,PlantMolecularTasteDB
costunolide,C=C1C(=O)O[C@@H]2C=C(C)CCC=C(C)CC[C@@H]12,Bitter,PhytoMolecularTasteDB
Artemorin,C=C1C(=O)O[C@@H]2C=C(C)CC[C@@H](O)C(=C)CC[C@@H]12,Bitter,BitterSweet
helenalin,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](O)[C@H]12,Bitter,"BitterSweet, PhytoMolecularTasteDB"
lactucin,C=C1C(=O)O[C@@H]2[C@H]3C(CO)=CC(=O)C3=C(C)C[C@H](O)[C@@H]12,Bitter,"BitterSweet, PhytoMolecularTasteDB"
lactucopicrin,C=C1C(=O)O[C@@H]2[C@H]3C(CO)=CC(=O)C3=C(C)C[C@H](OC(=O)Cc3ccc(O)cc3)[C@@H]12,Bitter,"BitterSweet, PhytoMolecularTasteDB"
Crispolide,C=C1C(=O)O[C@H]2[C@H]1CC=C1C[C@@](C)(CC[C@H]1OO)[C@@H]2O,Bitter,BitterSweet
8-Deoxylactucin,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C(=O)C=C(CO)[C@@H]12,Bitter,BitterSweet
Parthenolide,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=CCC[C@@]1(C)O[C@@H]21,Bitter,BitterSweet
Arglabin,C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)O[C@@]13CC=C(C)[C@@H]23,Bitter,BitterSweet
santamarine,C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)[C@@H]2C(C)=CC[C@H]1O,Bitter,PhytoMolecularTasteDB
,C=C1C(=O)[C@@]23CC[C@@H]4C(C)(C)CC(OOC5OC(CO)C(O)C(O)C5O)C[C@@]4(C)[C@@H]2CCC1C3,Bitter,BitterSweet
Enmein,C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@@H](O)[C@@H]1C(C)(C)[C@@H](O)C[C@@H]2OC3=O,Bitter,BitterSweet
cneorin R,C=C1C(C2(C)C=CC(=O)OC(C)(C)C2CC(=O)OC)CCC2(C)C(c3ccoc3)OC(=O)CC12O,Bitter,PlantMolecularTasteDB
ailanthone,C=C1C(O)C2(O)OCC34C(CC5C(C)=CC(=O)C(O)C5(C)C23)OC(=O)CC14,Bitter,PlantMolecularTasteDB
shinjulactone N,C=C1C(O)C2(O)OCC34C(CC5C(C)=CC(O)C(O)C5(C)C23)OC(=O)C(O)C14,Bitter,PlantMolecularTasteDB
shinjulactone A,C=C1C(O)C2(O)OCC34C(CC5C(C)=CC(O)C(O)C5(C)C23)OC(=O)CC14,Bitter,PlantMolecularTasteDB
shinjuglycoside B,C=C1C(O)C2(O)OCC34C(CC5C(C)=CC(OC6OC(CO)C(O)C(O)C6O)C(O)C5(C)C23)OC(=O)CC14,Bitter,PlantMolecularTasteDB
shinjulactone E,C=C1C(O)C2(O)OCC34C1CC(=O)OC3C(O)C1C(C)=CC(=O)C(O)C1(C)C24,Bitter,PlantMolecularTasteDB
"(3S,3aS,5S,7R,10E,11aS)-7-hydroxy-3,10-dimethyl-6-methylene-2-oxo-2,3,3a,4,5,6,7,8,9,11a-decahydrocyclodeca[b]furan-5-yl acetate",C=C1C(O)CCC(C)=CC2OC(=O)C(C)C2CC1OC(C)=O,Bitter,"BitterSweet, PlantMolecularTasteDB, ChemTasteDB"
Herbolide D acetate,C=C1C(OC(C)=O)CCC(C)=CC2OC(=O)C(C)C2CC1OC(C)=O,Bitter,"Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Adenostemmonoside A,C=C1C2CC(O)C3C4(C)CCCC(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)C4CCC3(C2)C1OC(C)=O,Sweet,FlavorDB
Santalol acetate,C=C1C2CCC(C2)C1(C)CCC=C(C)COC(C)=O.CC(=O)OCC(C)=CCCC1(C)C2CC3C(C2)C31,"Bitter, Sweet",ChemTasteDB
"Santalyl acetate, a- and b-",C=C1C2CCC(C2)C1(C)CCC=C(C)COC(C)=O.CC(=O)OCC(C)=CCCC1(C)C2CC3C(C2)C31C,Bitter,"BitterSweet, BitterDB"
atisine,C=C1C2CCC3(CCC4C5(C)CCCC4(C4OCCN4C5)C3C2)C1O,Bitter,PlantMolecularTasteDB
Veatchine,C=C1C2CCC3C(CCC4C5(C)CCCC43C3OCCN3C5)(C2)C1O,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
Garryine,C=C1C2CCC3C(CCC4C5(C)CCCC43CN3CCOC35)(C2)C1O,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
CID 10412980,C=C1C2CCC3C4(C)CC(OC5OC(CO)C(O)C(O)C5O)CC(C(=O)O)C4CCC3(C2)C1O,Sweet,FlavorDB
"(2beta,4alpha,15alpha)-15-Hydroxy-2-[[2-O-(3-methyl-1-oxobutyl)-beta-D-glucopyranosyl]oxy]-19-norkaura-16-ene-18-oic acid",C=C1C2CCC3C4(C)CC(OC5OC(CO)C(O)C(O)C5OC(=O)CC(C)C)CC(C(=O)O)C4CCC3(C2)C1O,Sweet,FlavorDB
Rabdosianone II,C=C1C2CCC3C45COC(O)(C(O)C4C(C)(C)C=CC5=O)C3(C2)C1OC(C)=O,Bitter,"PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Trichokaurin,C=C1C2CCC3C45COC(O)(C(OC(C)=O)C4C(C)(C)CCC5O)C3(C2)C1OC(C)=O,Tasteless,ChemTasteDB
beta-phellandrene,C=C1C=CC(C(C)C)CC1,Pungent,"FlavorDB, AromaDB, PlantMolecularTasteDB, Flavornet"
Grosheimin,C=C1CC(O)C2C(=C)C(=O)OC2C2C(C)C(=O)CC12,Bitter,"ChemTasteDB, Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, BitterSweet"
Steviol,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,Sweet,ChemTasteDB
Steviolmonoside,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1O)C3,Sweet,"PlantMolecularTasteDB, FlavorDB"
41093-60-1,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,"Bitter, Sweet","ChemTasteDB, FlavorDB, Natural_TAS2R_agonists, BitterDB, BitterSweet"
13-[[2-O-(4-O-beta-D-Galactopyranosyl-beta-D-glucopyranosyl)-beta-D-glucopyranosyl]oxy]kaur-16-en-18-oic acid,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C3,Sweet,FlavorDB
CID 21591682,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O)C3,Sweet,FlavorDB
UNII-U2N4XKX7HP,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,"Bitter, Sweet","ChemTasteDB, FlavorDB, Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, BitterSweet"
(4R)-13-[[2-O-(beta-D-Glucopyranosyl)-6-O-acetyl-beta-D-glucopyranosyl]oxy]kaura-16-ene-18-oic acid,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(COC(C)=O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,FlavorDB
CID 42618944,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)C3,Sweet,FlavorDB
(4R)-13-[[2-O-(beta-D-Glucopyranosyl)-beta-D-glucopyranosyl]oxy]kaura-16-ene-18-oic acid methyl ester,C=C1CC23CCC4C(C)(C(=O)OC)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,FlavorDB
(4R)-13-[[2-O-(beta-D-Glucopyranosyl)-6-O-acetyl-beta-D-glucopyranosyl]oxy]kaura-16-ene-18-oic acid methyl ester,C=C1CC23CCC4C(C)(C(=O)OC)CCCC4(C)C2CCC1(OC1OC(COC(C)=O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,FlavorDB
Rebaudioside S,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5(O)OC5OC(C)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,ChemTasteDB
suavioside B,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2(O)CCC1(OC1OC(CO)C(O)C(O)C1O)C3,Sweet,PlantMolecularTasteDB
CID 10941279,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CC(OC2OC(CO)C(O)C(O)C2O)C1C3,Sweet,FlavorDB
STOCK1N-03564,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CC(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C1C3,Sweet,FlavorDB
AC1Q61WM,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CC(OC2OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C2OC2OC(CO)C(O)C(O)C2O)C1C3,Sweet,FlavorDB
UNII-TKD5UC898Q,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(O)C3,Sweet,FlavorDB
Rubusoside,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1O)C3,"Bitter, Sweet","ChemTasteDB, FlavorDB, Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB"
CID 11520641,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,"Bitter, Sweet","ChemTasteDB, FlavorDB, Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, BitterSweet"
CID 11968958,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,"Bitter, Sweet","ChemTasteDB, FlavorDB, Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, BitterSweet"
CID 11949611,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3.CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,Sweet,FlavorDB
CID 19044923,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3.[Ca+2],Sweet,FlavorDB
CID 19044924,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3.[Na+],Sweet,FlavorDB
CID 19044921,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3.[Na+].[Na+],Sweet,FlavorDB
Sgal-2,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C3,Sweet,ChemTasteDB
13-[[2-O-(4-O-beta-D-Galactopyranosyl-beta-D-glucopyranosyl)-beta-D-glucopyranosyl]oxy]kaur-16-en-18-oic acid beta-D-glucopyranosyl ester,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C3,Sweet,FlavorDB
(4R)-13-[[2-O-(6-O-Acetyl-beta-D-glucopyranosyl)-beta-D-glucopyranosyl]oxy]kaura-16-ene-18-oic acid beta-D-glucopyranosyl ester,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(COC(C)=O)C(O)C(O)C1O)C3,Sweet,FlavorDB
CID 9941181,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2CC(O)C(O)C(CO)O2)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,FlavorDB
CID 44217916,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O)C3,Sweet,"ChemTasteDB, FlavorDB"
Rebaudioside C,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O)C3,"Bitter, Sweet","ChemTasteDB, FlavorDB, Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, BitterSweet"
Rebaudioside H,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(C)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O)C3,Sweet,ChemTasteDB
CID 9811757,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,"Bitter, Sweet","ChemTasteDB, FlavorDB, Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, BitterSweet"
Rebaudioside L,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C3,Sweet,ChemTasteDB
CID 21550589,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OCC(O)C(O)C1O)C3,"Bitter, Sweet","PlantMolecularTasteDB, ChemTasteDB, FlavorDB"
Rebaudiosidea,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C1O)C3,Sweet,FlavorDB
AC1NJIIH,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OOC2C(O)OC(CO)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,FlavorDB
suavioside C1,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(COC(=O)/C=C/c2ccc(O)cc2)C(O)C(O)C1O)C3,Bitter,PlantMolecularTasteDB
AC1L2841,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C3,Sweet,"PlantMolecularTasteDB, FlavorDB"
Rebaudioside Z,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,ChemTasteDB
AC1MO4TW,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(O)C(O)C(OC2C(O)OC(CO)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,FlavorDB
Rebaudioside R,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,ChemTasteDB
Rebaudioside J,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(C)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,ChemTasteDB
CID 16749955,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,"Bitter, Sweet","BitterSweet, PlantMolecularTasteDB, ChemTasteDB, FlavorDB"
Rebaudioside K,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O)C3,Sweet,ChemTasteDB
CID 16749604,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,"Bitter, Sweet","ChemTasteDB, FlavorDB, PlantMolecularTasteDB, BitterDB, BitterSweet"
Rebaudioside V,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OCC(O)C(O)C1O)C3,Sweet,ChemTasteDB
CID 17847600,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5OS(=O)(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,FlavorDB
CID 17847599,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5OS(=O)(=O)[O-])CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,FlavorDB
Rebaudioside I,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,ChemTasteDB
Rebaudioside N,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5OC5OC(C)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,Sweet,ChemTasteDB
